ID,姓,名,简要,演义,历史,剧本,势力颜色,兵种列表
9400,,,刘备部将。,,建安五年春正月，董承等谋泄，皆伏诛。汉献帝建安五年（200），曹公将自东征先主，破之，生禽其将博。,,52,0 1 2 29 30 
9401,,,初为刘虞从事，后事魏。,,鲜于辅，东汉末渔阳（今北京密云县）人，初为刘虞从事，公孙瓒破虞时，率领州兵，迎虞子和与袁绍将军麴义共攻公孙瓒。后来从归曹操，为度辽将军。封都亭侯。,,52,0 1 2 29 30 
9402,,,事刘虞为骑都尉。,,公孙瓒败虞，获之，胁段训杀虞。银等举州兵欲为虞报仇，共推阎柔为乌丸司马，迎虞子和，与袁绍将曲义合兵共击瓒，瓒败。,,52,0 1 2 29 30 
9403,,,吴将，常担当部曲活跃征讨之中。,,曾从吕蒙取长沙三郡，又随陆逊拒蜀军于夷陵。黄武初，与麋芳等袭蕲春，擒叛将晋宗。五年（226），为孙奂部将军，帅五千人先断淮道，降高城。,,52,0 1 2 29 30 
9404,,,向宠之弟。,,为中书郎时，上表议立诸葛亮庙于沔阳，为后主刘禅接受。后任射声校尉尚书，协助大将军姜维。后降魏，授梓橦太守。,,52,0 1 2 29 30 
9405,,,文学家，司马昭时，曾任黄门侍郎、散骑常侍。与嵇康、吕安等友善，“竹林七贤”之一。他崇尚老庄道学，对玄学的盛行起了推动作用。,,,,52,0 1 2 29 30 
9406,,,任琅邪相，治于莒。,,时乱，保城自守。先不与吕布来往，后惧布之勇猛，上贡良马，寻为臧霸所袭破。,,52,0 1 2 29 30 
9407,,,公孙渊部下校尉。,,与孙综一同奉命出使东吴以称籓于权，并献貂马。,,52,0 1 2 29 30 
9408,,,徐晃副将。,,关羽围樊，太祖遣将军商、吕建等诣徐晃，令曰：“须兵马集至，乃俱前。”,,52,0 1 2 29 30 
9409,,,徐干，字伟长，三国时期文学家，琅琊剧（今属山东省胶洲市）人，建安七子之一。,,,,52,0 1 2 29 30 
9410,,,曹魏大臣。,,初避难江东，后还广陵故里。海西民反，引兵攻灭之，被曹操任为齐郡太守，入为门下督。魏之三帝都极信任他，以为托孤寄命的柱石之臣。死后谥曰“贞侯”。,,52,0 1 2 29 30 
9411,,,曹操部将。曾反叛，得臧霸助，后仍为操手下郡守。,,曹操在兖州时，乱，翕等皆叛。后兖州平定，投操降臧霸，曹操向霸要人，霸以理驳回，终庇翕等。,,52,0 1 2 29 30 
9412,,,刘繇幕僚。,,有知人之名。曹操往见之，问曰：“我何如人？”劭不答。又问，劭曰：“子治世之能臣，乱世之奸雄也。”操闻言大喜。,,52,0 1 2 29 30 
9413,,,吕布谋士。,,兴平元年(194)，曹操复征陶谦，张超与吕布部将陈宫、从事中郎许汜、王楷共谋背叛曹操。吕布被围于下邳时遣许汜、王楷向袁术求援。,,52,0 1 2 29 30 
9414,,,刘备中郎将。,,英雄记曰：布水陆东下，军到下邳西四十里。备中郎将丹杨许耽夜遣司马章诳来诣布，言“张益德与下邳相曹豹共争，益德杀豹，城中大乱，不相信。丹杨兵有千人屯西白门城内，闻将军来东，大小踊跃，如复更生。将军兵向城西门，丹杨军便开门内将军矣”。布遂夜进，晨到城下。,,52,0 1 2 29 30 
9415,,,任彭城相，奉扬州刺史刘繇为盟主，据秣陵城。,,献帝兴平二年（195），孙策渡江攻礼，礼败走。后为笮融所杀。,,52,0 1 2 29 30 
9416,,,吕布部将。,,兴平二年（195），曹操、吕布相攻，封与薛兰屯巨野，招曹操部将李乾叛降，乾不听，杀之。既而，曹操遣诸将击败封与薛兰。,,52,0 1 2 29 30 
9417,,,东汉末农民起义军首领。,,率众万余户，活动于沿海地区。后降广陵太守陈登。,,52,0 1 2 29 30 
9418,,,事张杨，任长吏。,,献帝建安四年（199），守射犬城，待袁绍。曹操军围城，率众降，封为列侯。,,52,0 1 2 29 30 
9419,,,东汉末年至三国时代曹魏官员，历任兖州从事、泰山太守、尚书令、中护军督军，最后官至尚书，受爵关内侯。,,,,52,0 1 2 29 30 
9420,,,陈群之妻，荀氏，荀彧的女儿。,,,,52,0 1 2 29 30 
9421,,,魏虎贲中郎将。荀彧子。,,太祖欲称魏公，彧谏之。太祖怒，示意其自尽。彧薨，恽，发哀书报曹操。操甚懊悔，命厚葬之，谥日敬侯。,,52,0 1 2 29 30 
9422,,,吕布之妻。,,,,52,0 1 2 29 30 
9423,,,据郡反，自号将军。,,与张掖和鸾、酒泉黄华、西平曲演互相攻击。俊以母、子为质，求曹操助，未果。后岁余，和鸾杀俊。,,52,0 1 2 29 30 
9424,,,有才学。初为太子洗马。黄初中任黄门侍郎，后为京兆太守。,,黄初年间任京兆太守，劝课农桑，兴建教育，风化大行，吏不烦民，民不求吏。后迁为平原太守，吏民啼泣遮道，车不得前，十余日才到达边界。,,52,0 1 2 29 30 
9425,,,曹洪部将。演义虚构人物。,于长坂坡追刘备军。时，备将赵云寻得阿斗，明引一队步军至，持三尖两刃刀来战云。不三合，被云一枪刺倒，杀散众军，冲开一条路。,,,52,0 1 2 29 30 
9426,,,羊祜姊羊徽瑜，晋景帝司马师之妻。,,,,52,0 1 2 29 30 
9427,,,公孙度吏。,,奉承公孙度当为天子。,,52,0 1 2 29 30 
9428,,,马超本妻。,,,,52,0 1 2 29 30 
9429,,,长沙太守韩玄帐下管军校尉。,,关羽率军攻城，本欲命黄忠出战，龄称要生擒关某，韩玄大喜，遂令杨龄引军一千，飞奔出城。不三合，云长手起刀落，砍杨龄于马下。追杀败兵，直至城下。 ,,52,0 1 2 29 30 
9430,,,东汉末农民起义首领。,,凤与雷公、白波等起兵，灵帝不能讨，乃遣使拜凤为黑山校尉，得举孝廉计吏。,,52,0 1 2 29 30 
9431,,,凉州地方豪强。董卓的部将。,,时李傕作乱，司徒王允请杨定前往进击，杨定乘机扩大兵力。兴平元年（194年）为安西将军；兴平二年迁后将军。,,52,0 1 2 29 30 
9432,,,郭汜部将。,,是时，郭汜议欲攻李傕，杨彪进言反对，汜怒，欲手刃之，中郎将密及左右多谏，汜乃归之。,,52,0 1 2 29 30 
9433,,,交州刺史张津部将。,,张津被区景所杀后，故将夷廖、钱博之徒尚多。建安十五年（210），孙权遣步骘为交州刺史，遂除廖、博等。,,52,0 1 2 29 30 
9434,,,历城统兵校尉。,,马超战冀城后，灭刺史韦康家。参军杨阜借故逃出，与抚彝将军姜叙、赵昂、奉等商议。马超血洗历城，奉、赵昂全家皆被杀，夏侯渊领大军至，马超遂弃城，投张鲁。,,52,0 1 2 29 30 
9435,,,东汉末年人物，袁尚部下，武安长。,,建安九年，曹公进军到洹水。楷屯毛城，通上党粮道。夏四月，留曹洪攻鄴，公自将击楷，破之而还。,,52,0 1 2 29 30 
9436,,,泰山寇。,,初为泰山寇，吕布与太祖战，先使陈宫、臧霸、结连礼、孙观、吴敦、昌豨，东取山东兖州诸郡，后为太祖所败。及布亡，霸降。太祖使霸招安礼等，并加其官。,,52,0 1 2 29 30 
9437,,,"应玚,字德琏。东汉南顿县（今项城）人。与孔融、王粲、陈琳、徐幹、阮瑀、刘桢齐名，号“建安七子”。",,,,52,0 1 2 29 30 
9438,,,刘繇部将。,虽奋力抵抗来犯的孙策，但不出三回合便被生擒。并被孙策夹在腋下归营，最后被其怪力绞杀而亡。,东汉扬州刺史刘繇遣樊能、于麋东屯横江津，张英屯当利口，以距袁术。兴平二年孙策渡江攻刘繇的牛渚营，尽得邸阁粮谷、战具后，正当孙策攻笮融和薛礼之时，樊能、于麋等复攻谋夺回牛渚屯。孙策得知后，回军还破樊能等，获男女万余人。,,52,0 1 2 29 30 
9439,,,黑山贼。,,初平四年三月上已，公孙瓒大会宾徒于薄落津。闻魏郡兵反，与毒等数万人共覆邺城，杀郡守。六月，袁绍乃出军，入朝歌鹿肠山苍岩谷口，讨毒。围攻五日，破之，斩毒及其众万余级。,,52,0 1 2 29 30 
9440,,,黑山农民起义军首领。,,本非冠盖，自相号字，因饶须故名。后为袁绍、曹操击败。,,52,0 1 2 29 30 
9441,,,汉末群雄之一，为人雄气壮节，曾为关东联军设坛盟誓，共伐董卓。,,袁绍非常看重臧洪，先后让他治理青州和担任东郡太守，臧洪在这些地方政绩卓越，深得百姓拥护。后臧洪因袁绍不肯出兵救张超，开始与其为敌，袁绍兴兵围之，经过几番恶战，臧洪被袁绍所擒，慷慨赴死。,,52,0 1 2 29 30 
9442,,,黑山贼。因骑白马，谓之为张白骑。,,白骑叛于弘农，马腾校尉庞德随腾征之，破白骑于两肴间。,,52,0 1 2 29 30 
9443,,,敬哀皇后张氏是三国时期蜀汉后主刘禅的第一位皇后，蜀将张飞的长女，母为夏侯氏（夏侯霸之堂妹）。221年作为太子刘禅的妃子入宫；223年被立为皇后。237年逝世，其妹成为刘禅之皇后。相对其妹被称为张皇后，其被称为敬哀皇后。,,,,52,0 1 2 29 30 
9444,,,张承女儿，张氏，嫁陆逊次子陆抗,,,,52,0 1 2 29 30 
9445,,,张琪瑛：张鲁之女，后来嫁给曹操之子曹宇。通称为张鲁女，现存有张鲁女墓。,,,,52,0 1 2 29 30 
9446,,,三国时期蜀将。,,太祖争汉中地，运米北山下，数千万囊。黄忠以为可取，云兵随忠取米。忠过期不还，云将数十骑轻行出围，迎视忠等。云与太祖军战，胜，已复合，云陷敌，还趣围。将张著被创，云复驰马还营迎著。,,52,0 1 2 29 30 
9447,,,张富，张鲁之子（《历世真仙体道通鉴》中作张滋），字元微。三国时期人物。西汉留侯张良的十一世孙、道教创立者张道陵的曾孙、东汉末割据汉中的阆中侯张鲁长子。张鲁卒，张富嗣位。,,,,52,0 1 2 29 30 
9448,,,江夏贼。,,初平元年，诏书以表为荆州刺史，遣人诱宗贼帅，至者十五人，皆斩之而袭取其众。唯张虎与陈生拥众据襄阳，刘表使蒯越与庞季单骑往说，乃降。,,52,0 1 2 29 30 
9449,,,原刘表部将。,,曾作零陵、桂阳长，甚得江、湘间民心。建安初年，为长沙太守。五年（200），叛刘表而与曹操相结。表急攻羡，羡病死。,,52,0 1 2 29 30 
9450,,,长沙太守张羡之子。,,羡病死，众复立为怿为太守，后其地为刘表所攻并。,,52,0 1 2 29 30 
9451,,,本为袁尚部下，后降曹操。,在曹操赤壁之战败阵时为甘宁斩杀。,建安九年（204年），袁尚再攻平原，曹操趁机攻邺。袁尚领兵来救，马延、张顗临阵倒戈，令袁尚军溃不成军。官左司郎中。,,52,0 1 2 29 30 
9452,,,东汉末期荡寇。,,建安十年（205），并州刺史高干以州叛曹操。晟率众万余人无所属，寇崤、渑间，南通刘表。钟繇与关西诸将马腾等引兵会击，破之。,,52,0 1 2 29 30 
9453,,,交阯太守士燮属吏。,,,,52,0 1 2 29 30 
9454,,,东汉末年人，官至交州刺史。,,灵帝驾崩之后，成为促成何进和袁绍联手讨论谋杀宦官的关键人物。之后，先后担任交阯刺史和交州牧。最后，受到部将的杀害而去世。,,52,0 1 2 29 30 
9455,,,黄祖部将。,,孙权征江夏，硕为权将凌统所斩。,,52,0 1 2 29 30 
9456,,,刘备部下将领。,,《魏志·吕布传》注引《英雄记》曰：布水陆东下，军到下邳西四十里。备中郎将丹杨许耽夜遣司马章诳来诣布，言“张益德与下邳相曹豹共争，益德杀豹，城中大乱，不相信。丹杨兵有千人屯西白门城内，闻将军来东，大小踊跃，如复更生。将军兵向城西门，丹杨军便开门内将军矣”。布遂夜进，晨到城下。,,52,0 1 2 29 30 
9457,,,赵氏，关平之妻，清《江陵县志》载关平娶镇东将军赵云女赵氏，生子关樾，世居江陵。,,,,52,0 1 2 29 30 
9458,,,董卓部将，演义虚构人物。,诸侯起兵，岑、李肃、胡轸随华雄引马步军五万星夜赴汜水关迎敌。后说卓迁都，岑见卓已弃洛阳而去，便献了汜水关。,,,52,0 1 2 29 30 
9459,,,袁绍部将。,,建安五年，绍与曹公战，叡助将军淳于琼守乌巢。公引军至，围屯，大放火，营中惊乱。大破之，尽燔其粮谷宝货，斩叡、韩莒子、吕威璜、督将眭元进等首。,,52,0 1 2 29 30 
9460,,,韩馥从事。,,馥遣都督从事浮、程奂将强弩万张屯河阳。浮等闻馥欲以冀州与袁绍，自孟津驰东下。时绍尚在朝歌清水口，浮等从后来，船数百艘，众万余人，整兵鼓夜过绍营，绍甚恶之。浮等到，劝谏馥以兵拒绍，不为所采。,,52,0 1 2 29 30 
9461,,,陶谦置广陵太守。,,举茂才，迁陶谦置广陵太守。贼笮融从临淮将男女万口、马三千匹走广陵。昱待以宾礼。融利广陵资货，遂乘酒酣杀昱，放兵大掠。,,52,0 1 2 29 30 
9462,,,吕布部将。,,建安元年（196年）9月，曹操攻打吕布，赵庶与李邹向曹操部将徐晃投降。,,52,0 1 2 29 30 
9463,,,张邈部下司马。,,初平中，张邈举义兵，韦（指典韦）为士，属司马赵宠。牙门旗长大，人莫能胜，韦一手建之，宠异其才力。后属夏侯惇，数斩首有功，拜司马。,,52,0 1 2 29 30 
9464,,,曾任太仓令，后弃官随刘焉至益州。,,韪因民怨谋叛，攻刘璋，璋入成都固守。后乐与李异等反韪，斩韪首。,,52,0 1 2 29 30 
9465,,,著名学者郑众曾孙，汉扬州刺史郑泰之弟。汉末三国时曹魏名守。,,被曹操辟为掾属，历任下蔡长、邵陵长，任内都帮助改善了当地人民的生活，因而颇得民心。后为丞相掾属，迁左冯翊，任内击斩了扰乱郡县的梁兴，又击破作乱的山贼。,,52,0 1 2 29 30 
9466,,,三国时佛经翻译家，又名支越。,,因聪明超众，时人称为“智囊”。吴主孙权拜其为博士，辅导太子孙亮。从吴孙权黄武二年到孙亮建兴二年（公元223-253年），约三十年间，译出佛经《大明度无极经》、《大阿弥陀经》等八十八部、一百一十八卷，创作了《赞菩萨连句梵呗》三契，其翻译以大乘“般若性空”为重点，为安世高、支谶以后译经大师。,,52,0 1 2 29 30 
9467,,,任偏将军，戍西陵，有智略。,,晋军平吴时，徇领水军督，临阵战死。,,52,0 1 2 29 30 
9468,,,孙权心腹。《三国演义》中人物，不见于正史记载。,为吴侯孙权的家将，奉命前往荆州接孙夫人回吴，在半路被张飞、赵云所截，被张飞杀死。,,,52,0 1 2 29 30 
9469,,,为农民起义军首领，被董袭斩首。,,时山阴宿贼黄龙罗、周勃聚党数千人，策自出讨，袭身斩罗、勃首，还拜别部司马，授兵数千，迁扬武都尉。,,52,0 1 2 29 30 
9470,,,曹操之庐江太守。,为孙权所攻，朱光令弓弩手齐射，甘宁拨开箭林，一链打倒朱光。吕蒙亲自擂鼓。士卒皆一拥而上，乱刀砍死朱光。,建安中，曹公遣朱光为庐江太守，屯皖，大开稻田，又令间人招诱鄱阳贼帅，使作内应。,,52,0 1 2 29 30 
9471,,,刘繇部将。太尉朱儁子。官至豫章太守。,,初，豫章太守周术病卒，刘表上诸葛玄为豫章太守，治南昌。汉朝闻周术死，遣皓代玄。皓从扬州刺史刘繇求兵击玄，玄退屯西城，皓入南昌。兴平二年，繇屯彭泽，又使融助皓讨刘表所用太守诸葛玄。许劭以融出军，不顾名义者也。朱皓善推诚以信人，宜使密防之。后融到，果诈杀皓，代领郡事。 皓先于父亡。,,52,0 1 2 29 30 
9472,,,张承之妻，诸葛氏，续弦，诸葛瑾的女儿,,,,52,0 1 2 29 30 
9473,,,蜀将。,,先主入蜀，刘璋敕关戍诸将文书勿复关通先主。先主大怒，召璋白水军督杨怀，责以无礼，斩之。乃使膺、黄忠勒兵向璋。先主径至关中，质诸将并士卒妻子，引兵与忠、膺等进到涪，据其城。,,52,0 1 2 29 30 
9474,,,建安中，随张飞入蜀，建兴初，诸葛亮任其为主簿，迁参军右中郎将。后迁为侍中，徒尚书。延熙十年（247），为屯骑校尉，受命聘吴，归来拜征西大将军，赐爵关内侯。景耀元年（258），以疾还成都。后任镇军大将军，领兖州刺史。,,,,52,0 1 2 29 30 
9475,,,北海相孔融部将。演义虚构人物。,黄巾余党管亥引兵困北海，与融要粮，融斥之。亥大怒，拍马舞刀，直取融，融将宝挺枪出马；战不数合，被管亥一刀，砍宗宝于马下。,,,52,0 1 2 29 30 
9476,,,地方势力首领。,,他与钱铜等各聚众万余，被孙策攻破。,,52,0 1 2 29 30 
9477,,,地方势力首领。,,建安年间，临与吴五等在建安（今福建建瓯）肇事，被孙策派兵平息。,,52,0 1 2 29 30 
9478,,,祖郎，陵阳人。东汉末年在泾县一带活动的山贼。汉末泾县一带山贼势力的头领。受袁术鼓动，率兵与孙策屡次交锋，互有胜败。后孙策与吴景、吕范等人合力与之交战，大破之，祖郎投降孙策。,,,,52,0 1 2 29 30 
9479,,,西晋著名文学家，其《三都赋》颇被当时称颂，造成“洛阳纸贵”。,,出身寒微，不好交游，官至秘书郎。其代表作《三都赋》，构思十年写成，显名一时。豪贵之家竞相传写，洛阳为之纸贵。他所作诗文托古讽今，对门阀制度表示不满。今传《左太冲集》，系后人辑本。,,52,0 1 2 29 30 
9480,,,东汉末农民起义军首领之一，响应张角起兵。,,,,52,0 1 2 29 30 
9481,,,左延年，三国时期魏国音乐家、诗人。,,活跃于黄初年间（220～226年）以能创新曲得宠，多改旧曲，后为协律中郎将。曹魏袁叡太和年间（227―232）将杜夔所传雅乐四曲中的《驺虞》、《伐檀》、《文王》等三首，“更自作声节，其名虽存，而声实异。”在音乐方面的成就稍逊于杜夔。今存诗三首。,,52,0 1 2 29 30 
9482,,,东汉末农民起义军首领之一，响应张角起兵。后为袁绍所镇压。,,,,52,0 1 2 29 30 
9483,,,反贼。,,长沙贼区星自称将军，众万馀人，攻围城邑。石、周朝亦帅徒众起於桂、零，与星相应。长沙太守孙坚遂越境寻讨，三郡肃然。,,52,0 1 2 29 30 
9484,,,太医令。,,建安二十三年春正月，时金祎自以世为汉臣，睹汉祚将移，谓可季兴，乃喟然发愤，遂与太医令本、少府耿纪、司直韦晃、本子邈、邈弟穆等结谋攻许，杀曹公长史王必，南援刘备。后必营，必与典农中郎将严匡讨斩之。,,52,0 1 2 29 30 
9485,,,曹操故友。,曹操在离开董卓返回乡里的途中经过吕伯奢家，因怀疑吕伯奢家人将要谋害自己而杀死吕伯奢的家人。明·罗贯中在历史小说《三国演义》中将这段历史进行了加工，也成为小说中曹操名言“宁教我负天下人，休教天下人负我”的出处。,魏书曰：太祖以卓终必覆败，遂不就拜，逃归乡里。从数骑过故人成皋吕伯奢；伯奢不在，其子与宾客共劫太祖，取马及物，太祖手刃击杀数人。,,52,0 1 2 29 30 
9486,,,汉京兆尹，司马懿之父。,,性格秉直公正，年青时在州郡任官，历官升至洛阳令、京兆尹，年老后转拜骑都尉，养志闾巷，阖门自守，于219年逝世。,,52,0 1 2 29 30 
9487,,,越骑校尉、偏将军。,,建安五年，服与董承、长水校尉种辑、议郎吴硕受衣带诏共谋曹公，后事发，为公所杀。,,52,0 1 2 29 30 
9488,,,曹操部下的粮官。,讨伐袁术时兵粮不足，因此被曹操斩杀，士兵的不满也消除。,,,52,0 1 2 29 30 
9489,,,为南匈奴单于之一。汉中平五年(188年)立。,,汉中平五年（188年），匈奴国人有十万人反叛，攻杀羌渠。国人担心会召报复，不承认於夫罗为新单于，另外拥立须卜骨都侯为单于。次年，须卜骨都侯去世，南庭再次虚位，由老王主持国事。,,52,0 1 2 29 30 
9490,,,反贼。,,长沙贼区星自称将军，众万馀人，攻围城邑。石、周朝亦帅徒众起於桂、零，与星相应。长沙太守孙坚遂越境寻讨，三郡肃然。,,52,0 1 2 29 30 
9491,,,周泰之子。,,黄龙二年（230），兄邵死，领兵袭侯。,,52,0 1 2 29 30 
9492,,,故安东将军徐盛之子。盛卒，楷袭爵领兵。,,,,52,0 1 2 29 30 
9493,,,周瑜长子，官至骑都尉，娶公主孙鲁班（孙权与步夫人之女）。,,,,52,0 1 2 29 30 
9494,,,臧霸之子。,,少以才理著称，为黄门郎，历位郡守，官至青州刺史、少府。他曾因图显官，巴结朝臣，将父妾送与邓飏，颇为京师人所讥。袭父爵为良成侯。谥恭侯。,,52,0 1 2 29 30 
9495,,,聚众数千，出入幽冀两州打家劫舍为害。魏护乌丸校尉田豫诱使鲜卑素利部斩之，传首京都。,,,,52,0 1 2 29 30 
9496,,,镇东将军、大司马曹仁长子。,,太和三年九月，文帝命仁、曹休、曹真三军讨吴。以仁为中路军，以蒋济参军事，带其子泰、将军常雕等出合肥，越巢湖，攻濡须。仁以吴将朱桓据，计遣泰率军攻城诱敌，暗命常雕，诸葛虔、王双带兵五千，乘油船於子时袭取中洲。然计为桓所破，桓以空城示泰，泰轻军而出，桓袭，大破之。桓将严圭、骆统斩常雕，擒王双。黄初四年，袭仁爵为陈侯。官至镇东将军，假节，转封甯陵侯。泰薨，子初嗣。,,52,0 1 2 29 30 
9497,,,曹操麾下精锐部队虎豹骑统帅曹纯之子。,,官至领军将军，正元中进封平乐乡侯。死后由其子曹亮袭爵。,,52,0 1 2 29 30 
9498,,,三国时期魏将，大将军夏侯惇长子，夏侯渊之族侄，沛国谯县人。,,夏侯惇死后继承了家业，嗣爵忠侯。其死后子夏侯廙继承。廙薨，由廙子劭继承。官至关内侯。,,52,0 1 2 29 30 
9499,,,三国时期蜀汉大将马超之子。在马超死后马继承了马超斄乡侯的爵位。,,三国志记载：超死，追谥超曰威侯，子承嗣。岱位至平北将军，进爵陈仓侯。超女配安平王理。,,52,0 1 2 29 30 
9500,,,徐晃之子。,,公元227年（太和元年），徐晃去世，谥曰壮侯，子徐盖继嗣。,,52,0 1 2 29 30 
9501,,,郭淮之弟。,,《晋诸公赞》：淮弟配，字仲南，有重名，位至城阳太守。斐秀、贾充皆配女婿。,,52,0 1 2 29 30 
9502,,,郭淮之侄。,,有器度干用，政绩显著，终于太仆。,,52,0 1 2 29 30 
9503,,,文聘之子。,,《三国志》：聘在江夏数十年，有威恩，名震敌国，贼不敢侵。分聘户邑封聘子岱为列侯，又赐聘从子厚爵关内侯。聘薨，谥曰壮侯。岱又先亡，聘养子休嗣。卒，子武嗣。,,52,0 1 2 29 30 
9504,,,三国时期曹魏宗室成员，曹操与卞氏所生的第二子任城王曹彰之子，母亲为孙贲之女。,,黄初四年（223年），曹彰薨于府邸，曹楷嗣位，徙封中牟王。黄初五年（224年），改封任城县。太和六年（232年），又改封任城国，食五县二千五百户。青龙三年（235年），曹楷坐私遣官属诣中尚方作禁物，削县二千户。正始七年（246年），徙封济南王，三千户。正元、景元初，连增邑，凡四千四百户。,,52,0 1 2 29 30 
9505,,,韩当之子。,,在韩当去世后承袭侯爵、统领兵马。于任上淫乱不轨，害怕被孙权责罚，于是降魏，魏用为将军。数次侵犯吴国边境，杀害人民，孙权对他痛恨之极。在东兴之役，韩综为魏国前锋，兵败战死。,,52,0 1 2 29 30 
9506,,,三国吴国大将蒋钦之子。,,蒋钦去世后，蒋壹凭借父亲的功绩被后封为宣城侯，领兵拒刘备有功，还赴南郡，与魏交战，临阵卒（可能是临阵战死）。蒋壹死后无子，弟蒋休领兵，后有罪被免职。,,52,0 1 2 29 30 
9507,,,李恢弟弟的儿子。,,任羽林右部督，跟随诸葛瞻战死于绵竹。,,52,0 1 2 29 30 
9508,,,建宁太守、汉兴亭侯李恢子。,,建兴九年（231），父死嗣爵。民间传说中，关羽女儿关银屏嫁与李恢之子李遗。,,52,0 1 2 29 30 
9509,,,黄盖之子。,,孙权称帝时，追论黄盖之功，被赐关内侯。,,52,0 1 2 29 30 
9510,,,东汉末年人，贩卖布匹的小贩，公孙瓒结义三弟。,,王粲《英雄记》载“所宠遇骄恣者，类多庸儿，若故卜数师刘纬台、贩缯李移子、贾人乐何当等三人，与之定兄弟之誓，自号为伯，谓三人者为仲叔季，富皆巨亿，或取其女以配己子，常称古者曲周、灌婴之属以譬也。”,,52,0 1 2 29 30 
9511,,,东汉末年人，卜数师，公孙瓒结义二弟。,,王粲《英雄记》载“所宠遇骄恣者，类多庸儿，若故卜数师刘纬台、贩缯李移子、贾人乐何当等三人，与之定兄弟之誓，自号为伯，谓三人者为仲叔季，富皆巨亿，或取其女以配己子，常称古者曲周、灌婴之属以譬也。”,,52,0 1 2 29 30 
9512,,,三国蜀汉大臣，字子绪。,,先主定益州后，为功曹书佐。建兴元年，为广汉太守。丞相亮北驻汉中，辟为掾。并进文武之士，迁为参军。亮卒，稍迁为尚书仆射。时人服其真诚笃粹。延熙五年卒。张嶷同郡人龚禄、姚伷，当时也很有名气，都是位极二千石的高官，都与家境贫寒的张嶷非常友好。,,52,0 1 2 29 30 
9513,,,建安十七年（212）与杨阜等起兵讨马超，超遂南奔，陇右平定。,,,,52,0 1 2 29 30 
9514,,,魏太子太傅。字伯方，山阳昌邑人。,,少好学，论议常据经典，以处是非。太祖辟为司空掾，举高第，补侍御史。时泰山多盗贼，以茂为泰山太守，旬月之间，襁负而至者千馀家。转为乐浪太守。后徵迁为魏郡太守、甘陵相，所在有绩。文帝为五官将，茂以选为长史，迁左军师。魏国初建，迁尚书仆射，后为中尉奉常。文帝在东宫，茂复为太子太傅，甚见敬礼。卒官。,,52,0 1 2 29 30 
9515,,,河内温（今河南温县）人。三国时期曹魏大臣。曾以遵守礼义著名。,,曹操平定荆州后被任命为营县长。 他能依法办事，不徇私情，善于断案，历任大理正、甘陵等郡太守、大司农、河南尹等。司马芝为人正直，不惧权势，连太皇太后卞氏的说情也不予通融，又能体贴下属，不谋私利，是魏国历任河南尹中最杰出的清正官员。,,52,0 1 2 29 30 
9516,,,吕虔之子。,,《吕虔传》：魏明帝曹叡即位，徙封万年亭侯，食邑六百户。后去世，其子吕翻袭爵。,,52,0 1 2 29 30 
9517,,,东汉末年名将关羽之孙，关平与赵氏之子，其人记载仅在部分地方志，史书无记载。,,关樾在公元213年出生于荆州， 在他八岁那年，关羽败走麦城，其父关平与其俱死于临沮。母亲赵氏带着他隐藏了下来，改姓为“门”（繁体字关与门字形相近）。263年，蜀主刘禅投降于邓艾，次年关彝战死于成都。随后庞会为了报当年杀父之仇，将关氏灭门。但关樾在民间，故躲过此祸，也为关氏家族保留下来了香火。西晋统一天下之后，大赦，关樾复原姓为关。,,52,0 1 2 29 30 
9518,,,张燕之子。燕卒，方嗣爵。,,,,52,0 1 2 29 30 
9519,,,李通之子，李基之兄，曾屯驻樊城并有功，任命为平虏中郎将。,,,,52,0 1 2 29 30 
9520,,,三国时吴右北平土垠（今河北丰润东南）人，程普之子。孙权称帝，追论普功，封咨为亭侯。,,,,52,0 1 2 29 30 
9521,,,庞统之子，刘备之军师中郎将。,,宏刚简有臧否，轻傲尚书令陈袛，为袛所抑，为涪陵太守。一日行舟至鹿角沱乌江，覆舟溺水而死，葬於江边。,,52,0 1 2 29 30 
9522,,,刘晔之子。善论纵横，高才而薄行，官至平原太守。,,《晋纪》：毌丘俭之起也，大将军以问陶，陶答依违。大将军怒曰：“卿平生与吾论天下事，至于今日而更不尽乎？”乃出为平原太守，又追杀之。,,52,0 1 2 29 30 
9523,,,张松之子。,,在马忠之后接任庲降都督。（一说张表为张肃之子，张松之侄）,,52,0 1 2 29 30 
9524,,,马良之子，马谡之侄。,,马良在夷陵之战中阵亡后，刘备拜其为骑都尉。没有太突出的功绩记载在书，但是因父亲功绩极其受宠。,,52,0 1 2 29 30 
9525,,,蜀将马忠之子。,,《三国志·马忠传》：十二年卒，子脩嗣。脩弟恢。恢子义，晋建宁太守。,,52,0 1 2 29 30 
9526,,,为太守张飞功曹。,,飞贡之先主，为尚书郎。建兴中，从事丞相掾，迁广汉太守，复为（飞）参军。亮卒，为尚书。齐以才干自显见；归信於州党，不如姚伷。,,52,0 1 2 29 30 
9527,,,东汉末起义军首领。,,献帝建安二十三年（218）与高胜一起在郪（治今四川中江东南）起义，聚众数万人，进军资中县，后为蜀将李严击败斩杀。,,52,0 1 2 29 30 
9528,,,东汉末起义军首领。,,献帝建安二十三年（218）与马秦一起在郪（治今四川中江东南）起义，聚众数万人，进军资中县，后为蜀将李严击败斩杀。,,52,0 1 2 29 30 
